iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FN	F1_TP+FP
851	261	294	261	340	261	340	294
852	261	294	261	340	261	340	294
853	261	294	261	340	261	340	294
854	261	294	261	340	261	340	294
855	261	294	261	340	261	340	294
856	261	294	261	340	261	340	294
857	261	294	261	340	261	340	294
858	261	294	261	340	261	340	294
859	261	294	261	340	261	340	294
860	261	294	261	340	261	340	294
861	261	294	261	340	261	340	294
862	261	294	261	340	261	340	294
863	261	294	261	340	261	340	294
864	260	293	260	340	260	340	293
865	260	293	260	340	260	340	293
866	260	293	260	340	260	340	293
867	260	293	260	340	260	340	293
868	260	293	260	340	260	340	293
869	260	293	260	340	260	340	293
870	260	293	260	340	260	340	293
871	260	293	260	340	260	340	293
872	260	293	260	340	260	340	293
873	260	293	260	340	260	340	293
874	260	293	260	340	260	340	293
875	260	293	260	340	260	340	293
876	260	293	260	340	260	340	293
877	260	293	260	340	260	340	293
878	260	293	260	340	260	340	293
879	260	293	260	340	260	340	293
880	260	293	260	340	260	340	293
881	260	293	260	340	260	340	293
882	261	294	261	340	261	340	294
883	261	294	261	340	261	340	294
884	261	294	261	340	261	340	294
885	261	294	261	340	261	340	294
886	261	294	261	340	261	340	294
887	261	294	261	340	261	340	294
888	260	293	260	340	260	340	293
889	260	293	260	340	260	340	293
890	260	293	260	340	260	340	293
891	260	293	260	340	260	340	293
892	260	293	260	340	260	340	293
893	260	293	260	340	260	340	293
894	260	293	260	340	260	340	293
895	260	293	260	340	260	340	293
896	260	293	260	340	260	340	293
897	260	293	260	340	260	340	293
898	260	293	260	340	260	340	293
899	260	293	260	340	260	340	293
900	260	293	260	340	260	340	293
901	260	293	260	340	260	340	293
902	260	293	260	340	260	340	293
903	260	293	260	340	260	340	293
904	260	293	260	340	260	340	293
905	260	293	260	340	260	340	293
906	260	293	260	340	260	340	293
907	260	293	260	340	260	340	293
908	260	293	260	340	260	340	293
909	260	293	260	340	260	340	293
910	260	293	260	340	260	340	293
911	260	293	260	340	260	340	293
912	260	293	260	340	260	340	293
913	260	293	260	340	260	340	293
914	260	293	260	340	260	340	293
915	260	293	260	340	260	340	293
916	260	293	260	340	260	340	293
917	260	293	260	340	260	340	293
918	260	293	260	340	260	340	293
919	260	293	260	340	260	340	293
920	260	293	260	340	260	340	293
921	260	293	260	340	260	340	293
922	260	293	260	340	260	340	293
923	260	293	260	340	260	340	293
924	260	293	260	340	260	340	293
925	260	293	260	340	260	340	293
926	260	293	260	340	260	340	293
927	262	296	262	340	262	340	296
928	262	296	262	340	262	340	296
929	262	296	262	340	262	340	296
930	262	296	262	340	262	340	296
931	262	296	262	340	262	340	296
932	262	296	262	340	262	340	296
933	260	293	260	340	260	340	293
934	260	293	260	340	260	340	293
935	260	293	260	340	260	340	293
936	260	293	260	340	260	340	293
937	260	293	260	340	260	340	293
938	260	293	260	340	260	340	293
939	260	293	260	340	260	340	293
940	260	293	260	340	260	340	293
941	260	293	260	340	260	340	293
942	260	293	260	340	260	340	293
943	260	293	260	340	260	340	293
944	260	293	260	340	260	340	293
945	262	296	262	340	262	340	296
946	260	293	260	340	260	340	293
947	260	293	260	340	260	340	293
948	260	293	260	340	260	340	293
949	260	293	260	340	260	340	293
950	260	293	260	340	260	340	293
951	260	293	260	340	260	340	293
952	260	293	260	340	260	340	293
953	260	293	260	340	260	340	293
954	260	293	260	340	260	340	293
955	260	293	260	340	260	340	293
956	260	293	260	340	260	340	293
957	260	293	260	340	260	340	293
958	260	293	260	340	260	340	293
959	260	293	260	340	260	340	293
960	262	296	262	340	262	340	296
961	262	296	262	340	262	340	296
962	262	296	262	340	262	340	296
963	263	297	263	340	263	340	297
964	263	297	263	340	263	340	297
965	263	297	263	340	263	340	297
966	263	297	263	340	263	340	297
967	263	297	263	340	263	340	297
968	264	298	264	340	264	340	298
969	264	298	264	340	264	340	298
970	264	298	264	340	264	340	298
971	263	297	263	340	263	340	297
972	263	297	263	340	263	340	297
973	263	297	263	340	263	340	297
974	263	297	263	340	263	340	297
975	263	297	263	340	263	340	297
976	263	297	263	340	263	340	297
977	263	297	263	340	263	340	297
978	263	297	263	340	263	340	297
979	263	297	263	340	263	340	297
980	263	297	263	340	263	340	297
981	263	297	263	340	263	340	297
982	263	297	263	340	263	340	297
983	263	297	263	340	263	340	297
984	263	297	263	340	263	340	297
985	263	297	263	340	263	340	297
986	263	297	263	340	263	340	297
987	263	297	263	340	263	340	297
988	263	297	263	340	263	340	297
989	265	300	265	340	265	340	300
990	265	300	265	340	265	340	300
991	265	300	265	340	265	340	300
992	265	300	265	340	265	340	300
993	265	300	265	340	265	340	300
994	265	300	265	340	265	340	300
995	265	300	265	340	265	340	300
996	265	300	265	340	265	340	300
997	265	300	265	340	265	340	300
998	265	300	265	340	265	340	300
999	265	300	265	340	265	340	300
