iter	Logloss	Accuracy
502	0.3859608028	0.8346456693
503	0.3859429781	0.8346456693
504	0.385744514	0.8368953881
505	0.3856025571	0.8368953881
506	0.3855871426	0.8368953881
507	0.3852676693	0.8368953881
508	0.3850972893	0.8368953881
509	0.3849203283	0.8368953881
510	0.3848380689	0.8368953881
511	0.3848315775	0.8368953881
512	0.3846123308	0.8380202475
513	0.3842572013	0.8380202475
514	0.3842197067	0.8380202475
515	0.3840301462	0.8380202475
516	0.3839062962	0.8380202475
517	0.383886575	0.8380202475
518	0.3838755737	0.8380202475
519	0.3838567145	0.8380202475
520	0.3837400377	0.8380202475
521	0.3835334919	0.8380202475
522	0.383428273	0.8380202475
523	0.3834004252	0.8380202475
524	0.3833543896	0.8380202475
525	0.3831549613	0.8380202475
526	0.3829593975	0.8380202475
527	0.3827226883	0.8380202475
528	0.3823929672	0.8380202475
529	0.382222395	0.8380202475
530	0.3820988043	0.8380202475
531	0.3818237601	0.8380202475
532	0.3817820042	0.8380202475
533	0.3817517868	0.8380202475
534	0.3816595776	0.8380202475
535	0.3816148737	0.8380202475
536	0.3815532933	0.8380202475
537	0.3814840383	0.8380202475
538	0.3814651593	0.8380202475
539	0.3813305693	0.8380202475
540	0.3811906308	0.8380202475
541	0.3809387422	0.8380202475
542	0.3807151818	0.8380202475
543	0.3806037961	0.8380202475
544	0.3804441181	0.8380202475
545	0.3804269743	0.8380202475
546	0.3802579144	0.8380202475
547	0.3800503143	0.8391451069
548	0.3796777263	0.8391451069
549	0.3794548428	0.8391451069
550	0.3791766126	0.8391451069
551	0.3791550888	0.8391451069
552	0.3790663004	0.8402699663
553	0.3790025885	0.8402699663
554	0.3788204435	0.8391451069
555	0.3786942963	0.8391451069
556	0.3785598026	0.8391451069
557	0.3784478747	0.8391451069
558	0.37842625	0.8391451069
559	0.378059392	0.8391451069
560	0.377951518	0.8391451069
561	0.3779244092	0.8391451069
562	0.377792271	0.8402699663
563	0.3772869698	0.8402699663
564	0.3768531137	0.8402699663
565	0.3768485228	0.8402699663
566	0.3768285219	0.8402699663
567	0.3767686214	0.8402699663
568	0.3767623154	0.8402699663
569	0.3766763088	0.8413948256
570	0.3766574331	0.8413948256
571	0.3764899767	0.8413948256
572	0.3763966155	0.8413948256
573	0.3763817704	0.8413948256
574	0.3763797548	0.8413948256
575	0.3762976695	0.8413948256
576	0.3761207512	0.8413948256
577	0.3760293127	0.8413948256
578	0.3759749795	0.8413948256
579	0.3759603336	0.8413948256
580	0.3756271617	0.8413948256
581	0.3753219081	0.8413948256
582	0.3752481918	0.8413948256
583	0.3750695616	0.8413948256
584	0.3748602637	0.8413948256
585	0.3746262267	0.8413948256
586	0.3745172649	0.8413948256
587	0.3743423444	0.8413948256
588	0.3742258935	0.8413948256
589	0.3741320647	0.8413948256
590	0.373885588	0.8413948256
591	0.3737515515	0.8413948256
592	0.3736446668	0.8413948256
593	0.3734644993	0.8413948256
594	0.3732381009	0.8413948256
595	0.3731718689	0.8413948256
596	0.3731516892	0.8413948256
597	0.3730990714	0.8413948256
598	0.3730897711	0.8413948256
599	0.3730129357	0.8413948256
600	0.372957378	0.8413948256
601	0.3729361614	0.8413948256
602	0.3728486059	0.842519685
603	0.3724737439	0.842519685
604	0.372245686	0.842519685
605	0.3721468803	0.842519685
606	0.3721354235	0.842519685
607	0.3720542239	0.842519685
608	0.371954465	0.842519685
609	0.3716110019	0.842519685
610	0.3711800539	0.8436445444
611	0.3708215638	0.842519685
612	0.3706371574	0.842519685
613	0.3704419264	0.842519685
614	0.3702399403	0.842519685
615	0.3701537999	0.842519685
616	0.3700019716	0.8436445444
617	0.3698084239	0.842519685
618	0.369683133	0.842519685
619	0.3694736161	0.842519685
620	0.3693751489	0.842519685
621	0.3693235131	0.842519685
622	0.3693063453	0.842519685
623	0.3692630816	0.842519685
624	0.3691514824	0.842519685
625	0.369029949	0.842519685
626	0.3689812116	0.842519685
627	0.3688620036	0.842519685
628	0.368687398	0.8436445444
629	0.3683961959	0.8436445444
630	0.3681436327	0.8436445444
631	0.3680872012	0.8436445444
632	0.3677999464	0.8436445444
633	0.3677208235	0.8436445444
634	0.3676942921	0.8436445444
635	0.367649687	0.8436445444
636	0.3676077079	0.8436445444
637	0.3675508869	0.8436445444
638	0.367490216	0.8436445444
639	0.3674777311	0.8436445444
640	0.3673831084	0.8436445444
641	0.3673048439	0.8436445444
642	0.3671751079	0.8436445444
643	0.3670019482	0.8436445444
644	0.3668437812	0.8436445444
645	0.3667700888	0.8436445444
646	0.3666413897	0.8436445444
647	0.3665874428	0.8436445444
648	0.3664878309	0.8436445444
649	0.3663777767	0.8436445444
650	0.3660895381	0.8436445444
651	0.3659247529	0.8436445444
652	0.3657830422	0.8436445444
653	0.3655633478	0.8436445444
654	0.3653574584	0.8436445444
655	0.3652962916	0.8436445444
656	0.3652748005	0.8436445444
657	0.3650679875	0.8436445444
658	0.3649764142	0.8436445444
659	0.3648336862	0.8436445444
660	0.3647603289	0.8447694038
661	0.3647348768	0.8447694038
662	0.3644742667	0.8447694038
663	0.3642562822	0.8447694038
664	0.3642116613	0.8447694038
665	0.364191795	0.8447694038
666	0.3641677621	0.8447694038
667	0.3637878696	0.8470191226
668	0.3635428586	0.8470191226
669	0.3632951645	0.8458942632
670	0.3632388601	0.8458942632
671	0.3631913883	0.8458942632
672	0.3631688586	0.8458942632
673	0.3630411561	0.8470191226
674	0.3629689811	0.8458942632
675	0.3628309818	0.8458942632
676	0.3628021076	0.8458942632
677	0.362700143	0.8458942632
678	0.3626837816	0.8458942632
679	0.3626078693	0.8470191226
680	0.362573225	0.8470191226
681	0.3625544866	0.8470191226
682	0.3624907415	0.8470191226
683	0.3623966727	0.8470191226
684	0.362327382	0.8470191226
685	0.362228511	0.8470191226
686	0.3620594547	0.848143982
687	0.361986288	0.848143982
688	0.3619550806	0.848143982
689	0.3618520222	0.848143982
690	0.3616198346	0.8492688414
691	0.3615226666	0.8492688414
692	0.3615119762	0.8492688414
693	0.3614695625	0.8492688414
694	0.3613673317	0.8492688414
695	0.3613596812	0.8492688414
696	0.3613114845	0.8492688414
697	0.3609714633	0.8492688414
698	0.3609631964	0.8492688414
699	0.3608809645	0.8492688414
700	0.3607437704	0.8492688414
701	0.3604017766	0.8503937008
702	0.3601751639	0.8503937008
703	0.3599370409	0.8503937008
704	0.3599316914	0.8503937008
705	0.3598588823	0.8503937008
706	0.3594186866	0.8515185602
707	0.3593560003	0.8515185602
708	0.3591286857	0.8515185602
709	0.3591018362	0.8515185602
710	0.3590097375	0.8503937008
711	0.3588990808	0.8503937008
712	0.3587364871	0.8503937008
713	0.3586033045	0.8503937008
714	0.3585487747	0.8515185602
715	0.358532762	0.8515185602
716	0.3583235293	0.8515185602
717	0.3581428627	0.8515185602
718	0.3580895611	0.8515185602
719	0.3580328646	0.8515185602
720	0.3580097076	0.8515185602
721	0.3578780084	0.8503937008
722	0.3578638041	0.8503937008
723	0.3577955224	0.8503937008
724	0.3576925064	0.8515185602
725	0.357648254	0.8515185602
726	0.3576282313	0.8515185602
727	0.3574832073	0.8515185602
728	0.3574467003	0.8515185602
729	0.3572372777	0.8515185602
730	0.357215991	0.8515185602
731	0.3571657054	0.8526434196
732	0.3570209223	0.8526434196
733	0.3568289496	0.8526434196
734	0.3567657176	0.8526434196
735	0.3563551333	0.8526434196
736	0.3562458955	0.8526434196
737	0.3562278791	0.8526434196
738	0.3562064404	0.8526434196
739	0.3561534129	0.8526434196
740	0.3560811611	0.8526434196
741	0.356014467	0.8526434196
742	0.3558389811	0.8526434196
743	0.3556608949	0.8526434196
744	0.3556455072	0.8526434196
745	0.3556271869	0.8526434196
746	0.3555810134	0.8526434196
747	0.3553010944	0.8526434196
748	0.3552357588	0.8526434196
749	0.3551520236	0.8526434196
750	0.3550282473	0.8526434196
751	0.3548943922	0.8526434196
752	0.3547503038	0.8526434196
753	0.3546198485	0.853768279
754	0.3544974223	0.853768279
755	0.3543489808	0.853768279
756	0.3540147494	0.8548931384
757	0.3538098376	0.8548931384
758	0.3537947974	0.8548931384
759	0.3535244605	0.8548931384
760	0.3534362001	0.8548931384
761	0.3532737768	0.8548931384
762	0.3531554574	0.8548931384
763	0.352964551	0.8548931384
764	0.3528634479	0.8548931384
765	0.35281294	0.8548931384
766	0.3528041022	0.8548931384
767	0.3525617443	0.8548931384
768	0.3525176182	0.8548931384
769	0.3524323187	0.8548931384
770	0.3524321594	0.8548931384
771	0.3523642006	0.8548931384
772	0.3522928076	0.8548931384
773	0.3522662673	0.8548931384
774	0.3519296347	0.8548931384
775	0.3518076152	0.8548931384
776	0.3515132893	0.8548931384
777	0.3512896863	0.8548931384
778	0.3512791106	0.8548931384
779	0.3510198602	0.8548931384
780	0.3508591429	0.8548931384
781	0.3507162479	0.8548931384
782	0.3505896917	0.8548931384
783	0.3505202963	0.8548931384
784	0.3502876943	0.8548931384
785	0.3502281342	0.8560179978
786	0.3501097291	0.8560179978
787	0.3501022188	0.8560179978
788	0.3500184609	0.8548931384
789	0.3499433356	0.8560179978
790	0.3499335588	0.8560179978
791	0.3498263841	0.8548931384
792	0.3496731776	0.8560179978
793	0.3496135549	0.8560179978
794	0.349479957	0.8560179978
795	0.3494690073	0.8560179978
796	0.3493045294	0.8560179978
797	0.3491064536	0.8560179978
798	0.3489957775	0.8560179978
799	0.3489850683	0.8560179978
800	0.3489327934	0.8560179978
801	0.3488015739	0.8571428571
802	0.3487266816	0.8571428571
803	0.3486585415	0.8571428571
804	0.3486310394	0.8571428571
805	0.3486095718	0.8571428571
806	0.3483327426	0.8560179978
807	0.3482358157	0.8560179978
808	0.3481328748	0.8560179978
809	0.3479867546	0.8560179978
810	0.3479285999	0.8560179978
811	0.3479118731	0.8560179978
812	0.3478894102	0.8560179978
813	0.3478157822	0.8548931384
814	0.347711663	0.8560179978
815	0.3476177482	0.8548931384
816	0.3474544322	0.8548931384
817	0.3473060636	0.8548931384
818	0.3472279994	0.8548931384
819	0.3471777853	0.8548931384
820	0.3471658117	0.8548931384
821	0.3468659078	0.853768279
822	0.3468045075	0.853768279
823	0.3465284635	0.8548931384
824	0.3464328225	0.8548931384
825	0.3463773884	0.8548931384
826	0.3461355839	0.853768279
827	0.3458488539	0.853768279
828	0.3458394067	0.853768279
829	0.3457873377	0.853768279
830	0.3457645611	0.853768279
831	0.3457117646	0.853768279
832	0.3456755205	0.853768279
833	0.3455890248	0.853768279
834	0.3455098227	0.853768279
835	0.3454441077	0.853768279
836	0.3451719406	0.8548931384
837	0.345149281	0.8548931384
838	0.3450839626	0.8548931384
839	0.3449077122	0.853768279
840	0.3448994379	0.853768279
841	0.3447676245	0.853768279
842	0.3446240378	0.853768279
843	0.3446038422	0.853768279
844	0.3445046706	0.853768279
845	0.3442342154	0.8548931384
846	0.3442090691	0.8548931384
847	0.3440794119	0.8548931384
848	0.3438843463	0.8548931384
849	0.3437285787	0.8548931384
850	0.343668362	0.8548931384
851	0.3436496063	0.8548931384
852	0.3433216218	0.8560179978
853	0.3432687842	0.8560179978
854	0.3432561279	0.8560179978
855	0.3431932528	0.8560179978
856	0.3430820782	0.8560179978
857	0.3429506809	0.8560179978
858	0.3428579087	0.8560179978
859	0.3427819195	0.8560179978
860	0.3427451807	0.8560179978
861	0.3427048202	0.8560179978
862	0.3426782946	0.8560179978
863	0.3425397093	0.8560179978
864	0.3423163618	0.8548931384
865	0.342151967	0.8560179978
866	0.3419479009	0.8560179978
867	0.3419353867	0.8560179978
868	0.3418211891	0.8560179978
869	0.3417218844	0.8548931384
870	0.3415622632	0.8548931384
871	0.3415005577	0.8548931384
872	0.3413764888	0.8548931384
873	0.3413373004	0.8548931384
874	0.3411292663	0.8548931384
875	0.3410839625	0.8548931384
876	0.3409930725	0.8548931384
877	0.3409519379	0.8548931384
878	0.3409365166	0.8548931384
879	0.3408991966	0.8548931384
880	0.3406123276	0.8560179978
881	0.3404993733	0.8560179978
882	0.340267145	0.8560179978
